facility_id,group_id,fold,latitude,longitude,operation_status,state
64209,iowa_cafo_group_0171,2,42.37387,-95.81634,Active,IA
64210,iowa_cafo_group_0061,1,42.90946,-96.06988,Active,IA
64211,iowa_cafo_group_2480,4,42.06451,-93.81473,Active,IA
64212,iowa_cafo_group_0006,0,43.19312,-96.41057,Active,IA
64213,iowa_cafo_group_0006,0,43.23667,-96.23355,Active,IA
64214,iowa_cafo_group_0006,0,43.17101,-96.43459,Active,IA
64215,iowa_cafo_group_0006,0,43.21917,-95.94042,Active,IA
64217,iowa_cafo_group_0400,2,42.46482,-94.71034,Active,IA
64218,iowa_cafo_group_0006,0,43.2573,-96.32057,Active,IA
64219,iowa_cafo_group_0006,0,43.23155,-96.43126,Active,IA
64222,iowa_cafo_group_1884,3,42.87676,-91.92749,Active,IA
64223,iowa_cafo_group_0209,1,42.42901,-94.899,Active,IA
64224,iowa_cafo_group_0006,0,43.19883,-96.11533,Active,IA
64225,iowa_cafo_group_0006,0,43.18263,-96.3341,Active,IA
64226,iowa_cafo_group_2481,3,41.91321,-93.41738,Active,IA
64227,iowa_cafo_group_1962,4,40.60524,-94.17657,Active,IA
64229,iowa_cafo_group_0434,4,41.52222,-93.1632,Active,IA
64230,iowa_cafo_group_0434,4,41.52179,-93.16772,Active,IA
64231,iowa_cafo_group_0434,4,41.52224,-93.16299,Active,IA
64232,iowa_cafo_group_0434,4,41.52369,-93.17167,Active,IA
64233,iowa_cafo_group_0434,4,41.52219,-93.1679,Active,IA
64234,iowa_cafo_group_2396,3,42.30132,-93.14031,Active,IA
64235,iowa_cafo_group_2262,1,43.37974,-92.81956,Active,IA
64236,iowa_cafo_group_0848,3,41.79365,-93.07973,Active,IA
64237,iowa_cafo_group_2393,1,43.1,-91.85,Active,IA
64238,iowa_cafo_group_0006,0,42.95338,-96.35262,Active,IA
64239,iowa_cafo_group_0011,3,42.74835,-96.0588,Active,IA
64241,iowa_cafo_group_2004,3,43.09,-95.69,Active,IA
64242,iowa_cafo_group_0443,3,43.21576,-95.66213,Active,IA
64243,iowa_cafo_group_2482,4,42.80387,-92.02904,Active,IA
64244,iowa_cafo_group_2483,0,42.2733,-94.97538,Active,IA
64245,iowa_cafo_group_2484,4,42.04277,-95.18989,Active,IA
64246,iowa_cafo_group_1638,3,43.10994,-95.36682,Active,IA
64247,iowa_cafo_group_2485,4,42.32968,-91.33395,Active,IA
64248,iowa_cafo_group_0006,0,42.97326,-96.27218,Active,IA
64249,iowa_cafo_group_2486,3,41.59153,-91.55043,Active,IA
64250,iowa_cafo_group_1274,1,42.76672,-93.33899,Active,IA
64251,iowa_cafo_group_0006,0,42.87911,-96.37025,Active,IA
64254,iowa_cafo_group_0006,0,43.11747,-95.95836,Active,IA
64255,iowa_cafo_group_0006,0,43.09405,-95.93826,Active,IA
64256,iowa_cafo_group_0006,0,43.16247,-95.87974,Active,IA
64257,iowa_cafo_group_2487,0,42.30621,-93.02437,Active,IA
64258,iowa_cafo_group_0756,4,42.47403,-93.33905,Active,IA
64259,iowa_cafo_group_2488,4,42.49938,-92.03214,Active,IA
64260,iowa_cafo_group_2489,4,42.51968,-92.02265,Active,IA
64261,iowa_cafo_group_0932,4,42.73046,-93.46872,Active,IA
64262,iowa_cafo_group_2490,1,42.57002,-91.87523,Active,IA
64263,iowa_cafo_group_2491,2,42.47517,-92.02351,Active,IA
64264,iowa_cafo_group_2492,0,42.61438,-92.20381,Active,IA
64265,iowa_cafo_group_2493,4,40.63798,-93.45236,Active,IA
64266,iowa_cafo_group_2494,0,42.58335,-92.01527,Active,IA
64267,iowa_cafo_group_2495,3,42.00564,-91.11737,Active,IA
64268,iowa_cafo_group_2496,2,41.55943,-91.33137,Active,IA
64269,iowa_cafo_group_1883,2,40.9299,-91.99753,Active,IA
64270,iowa_cafo_group_0006,0,43.12756,-96.06743,Active,IA
64271,iowa_cafo_group_1787,3,42.16708,-93.62252,Active,IA
64272,iowa_cafo_group_2497,3,42.412,-91.71364,Active,IA
64273,iowa_cafo_group_2121,3,41.72327,-90.93582,Active,IA
64274,iowa_cafo_group_0227,4,41.38183,-91.68879,Active,IA
64279,iowa_cafo_group_2498,3,42.12806,-95.64768,Active,IA
64280,iowa_cafo_group_0559,1,42.15779,-94.99361,Active,IA
64281,iowa_cafo_group_2499,3,43.28464,-94.41437,Active,IA
64282,iowa_cafo_group_0545,4,42.44002,-93.43354,Active,IA
64283,iowa_cafo_group_0782,2,42.72841,-94.97191,Active,IA
64284,iowa_cafo_group_0006,0,43.12386,-96.05732,Active,IA
64285,iowa_cafo_group_0006,0,43.21431,-96.12213,Active,IA
64286,iowa_cafo_group_2500,1,42.69343,-96.00714,Active,IA
64287,iowa_cafo_group_2501,2,41.57049,-93.07428,Active,IA
64288,iowa_cafo_group_0451,1,42.49176,-95.58261,Active,IA
64289,iowa_cafo_group_1194,2,42.74075,-92.13193,Active,IA
64290,iowa_cafo_group_1194,2,42.74968,-92.15178,Active,IA
64292,iowa_cafo_group_0015,4,42.22387,-94.96701,Active,IA
64293,iowa_cafo_group_0015,4,42.23502,-94.97369,Active,IA
64294,iowa_cafo_group_0136,2,42.31742,-91.14567,Active,IA
64295,iowa_cafo_group_1917,3,42.25455,-95.34183,Active,IA
64296,iowa_cafo_group_0080,2,41.95511,-94.95627,Active,IA
64297,iowa_cafo_group_2502,1,42.24169,-95.29461,Active,IA
64298,iowa_cafo_group_1864,2,42.61133,-94.7955,Active,IA
64299,iowa_cafo_group_0726,3,42.62141,-92.73297,Active,IA
64300,iowa_cafo_group_0739,1,42.57024,-93.18489,Active,IA
64301,iowa_cafo_group_0755,4,42.50075,-93.51503,Active,IA
64302,iowa_cafo_group_2352,2,41.63476,-92.80411,Active,IA
64303,iowa_cafo_group_0015,4,42.20404,-94.99609,Active,IA
64304,iowa_cafo_group_0006,0,43.16763,-96.37189,Active,IA
64305,iowa_cafo_group_0006,0,43.27589,-96.05845,Active,IA
64306,iowa_cafo_group_2503,1,42.86008,-94.14796,Active,IA
64307,iowa_cafo_group_2504,1,43.48971,-92.32472,Active,IA
64308,iowa_cafo_group_1506,2,41.67675,-90.89539,Active,IA
64310,iowa_cafo_group_0227,4,41.27537,-91.65729,Active,IA
64312,iowa_cafo_group_1364,3,43.02367,-92.14929,Active,IA
64313,iowa_cafo_group_0006,0,43.05874,-96.43265,Active,IA
64314,iowa_cafo_group_2497,3,42.41106,-91.721,Active,IA
64315,iowa_cafo_group_1106,3,43.19748,-94.61436,Active,IA
64316,iowa_cafo_group_0168,1,42.19917,-95.51845,Active,IA
64317,iowa_cafo_group_0244,4,41.55164,-92.38739,Active,IA
64318,iowa_cafo_group_2505,3,41.70757,-94.8398,Active,IA
64319,iowa_cafo_group_0379,1,42.2394,-95.51179,Active,IA
64320,iowa_cafo_group_0443,3,43.24328,-95.62343,Active,IA
64321,iowa_cafo_group_0036,3,42.47528,-95.07985,Active,IA
64322,iowa_cafo_group_0756,4,42.47726,-93.31703,Active,IA
64323,iowa_cafo_group_0229,3,42.44216,-95.0823,Active,IA
64324,iowa_cafo_group_0061,1,42.85771,-95.73941,Active,IA
64326,iowa_cafo_group_0364,3,41.64431,-92.87687,Active,IA
64329,iowa_cafo_group_0994,1,42.86225,-93.45767,Active,IA
64330,iowa_cafo_group_2506,4,41.41371,-92.67139,Active,IA
64332,iowa_cafo_group_2088,1,42.53153,-91.19941,Active,IA
64333,iowa_cafo_group_2507,2,41.76711,-94.86141,Active,IA
64334,iowa_cafo_group_0829,1,42.00539,-95.54912,Active,IA
64338,iowa_cafo_group_2508,1,42.39819,-94.60857,Active,IA
64339,iowa_cafo_group_0829,1,41.99978,-95.54047,Active,IA
64342,iowa_cafo_group_0006,0,43.16972,-96.12756,Active,IA
64343,iowa_cafo_group_0134,4,42.42905,-95.57645,Active,IA
64344,iowa_cafo_group_1268,3,41.4,-92.43,Active,IA
64345,iowa_cafo_group_0006,0,43.09726,-96.13753,Active,IA
64346,iowa_cafo_group_0006,0,43.15505,-96.11621,Active,IA
64347,iowa_cafo_group_0006,0,43.09917,-96.02071,Active,IA
64348,iowa_cafo_group_0443,3,43.30152,-95.56546,Active,IA
64349,iowa_cafo_group_0342,2,42.41761,-92.53791,Active,IA
64350,iowa_cafo_group_0874,2,42.54259,-92.73007,Active,IA
64351,iowa_cafo_group_0746,2,42.51324,-92.83245,Active,IA
64352,iowa_cafo_group_0423,0,41.96198,-95.63155,Active,IA
64353,iowa_cafo_group_0486,2,42.03562,-95.60326,Active,IA
64354,iowa_cafo_group_0737,3,42.6843,-93.2605,Active,IA
64356,iowa_cafo_group_0882,1,42.38447,-93.23129,Active,IA
64357,iowa_cafo_group_0675,3,42.88179,-95.71036,Active,IA
64358,iowa_cafo_group_2509,1,42.78881,-94.01977,Active,IA
64359,iowa_cafo_group_0739,1,42.58077,-93.20211,Active,IA
64360,iowa_cafo_group_2510,3,42.19607,-95.58441,Active,IA
64361,iowa_cafo_group_0112,1,42.82122,-94.9832,Active,IA
64362,iowa_cafo_group_0112,1,42.7673,-94.99158,Active,IA
64363,iowa_cafo_group_0244,4,41.56896,-92.39825,Active,IA
64364,iowa_cafo_group_2456,4,41.54089,-92.47817,Active,IA
64365,iowa_cafo_group_0782,2,42.68309,-94.97468,Active,IA
64366,iowa_cafo_group_1323,1,41.64595,-92.65794,Active,IA
64367,iowa_cafo_group_0244,4,41.56582,-92.43076,Active,IA
64369,iowa_cafo_group_0737,3,42.70254,-93.28262,Active,IA
64370,iowa_cafo_group_0296,2,43.47314,-94.89711,Active,IA
64371,iowa_cafo_group_1106,3,43.16242,-94.55924,Active,IA
64372,iowa_cafo_group_0782,2,42.67543,-94.98431,Active,IA
64373,iowa_cafo_group_2511,1,41.81347,-95.65555,Active,IA
64374,iowa_cafo_group_2512,1,42.29826,-95.32539,Active,IA
64375,iowa_cafo_group_2227,4,41.72142,-91.91387,Active,IA
64376,iowa_cafo_group_0443,3,43.39079,-95.57381,Active,IA
64377,iowa_cafo_group_0756,4,42.49568,-93.34889,Active,IA
64378,iowa_cafo_group_0006,0,43.14848,-96.05983,Active,IA
64379,iowa_cafo_group_0006,0,43.17126,-96.06385,Active,IA
64380,iowa_cafo_group_0006,0,43.17061,-96.09643,Active,IA
64381,iowa_cafo_group_2513,3,41.22714,-92.09951,Active,IA
64382,iowa_cafo_group_1657,2,41.50779,-91.81204,Active,IA
64383,iowa_cafo_group_0965,4,42.24005,-95.03493,Active,IA
64385,iowa_cafo_group_0127,2,41.397,-91.83173,Active,IA
64387,iowa_cafo_group_0393,2,41.50062,-91.72817,Active,IA
64388,iowa_cafo_group_2514,1,40.83179,-91.80594,Active,IA
64389,iowa_cafo_group_0015,4,42.19593,-94.99338,Active,IA
64390,iowa_cafo_group_2515,3,42.0297,-94.60848,Active,IA
64391,iowa_cafo_group_2516,3,43.24885,-95.22889,Active,IA
64392,iowa_cafo_group_0554,1,41.79155,-94.68152,Active,IA
64393,iowa_cafo_group_2517,0,42.4581,-95.63198,Active,IA
64394,iowa_cafo_group_2518,4,41.58744,-91.43216,Active,IA
64395,iowa_cafo_group_0738,3,42.64273,-93.37932,Active,IA
64396,iowa_cafo_group_2029,3,42.97671,-91.30404,Active,IA
64397,iowa_cafo_group_0981,4,42.8617,-93.30684,Active,IA
64398,iowa_cafo_group_1323,1,41.63021,-92.63354,Active,IA
64399,iowa_cafo_group_1431,1,43.32937,-93.74513,Active,IA
64400,iowa_cafo_group_0739,1,42.57875,-93.12395,Active,IA
64401,iowa_cafo_group_2519,2,43.37194,-93.67042,Active,IA
64402,iowa_cafo_group_2520,0,42.26014,-94.37789,Active,IA
64403,iowa_cafo_group_2509,1,42.79735,-94.02956,Active,IA
64404,iowa_cafo_group_0459,2,42.58069,-91.13609,Active,IA
64405,iowa_cafo_group_0011,3,42.77773,-96.04795,Active,IA
64406,iowa_cafo_group_0721,2,43.25982,-92.24348,Active,IA
64407,iowa_cafo_group_0721,2,43.22042,-92.23808,Active,IA
64408,iowa_cafo_group_0099,2,42.91337,-94.81444,Active,IA
64409,iowa_cafo_group_0006,0,43.15732,-96.34396,Active,IA
64410,iowa_cafo_group_0006,0,42.98039,-96.29351,Active,IA
64411,iowa_cafo_group_0524,1,42.45748,-95.26904,Active,IA
64412,iowa_cafo_group_0892,3,42.66148,-95.87829,Active,IA
64413,iowa_cafo_group_2521,2,42.97244,-93.00603,Active,IA
64414,iowa_cafo_group_0737,3,42.67273,-93.33369,Active,IA
64415,iowa_cafo_group_0771,4,42.42847,-93.91492,Active,IA
64416,iowa_cafo_group_0771,4,42.43133,-93.90626,Active,IA
64417,iowa_cafo_group_0754,1,42.25343,-93.42988,Active,IA
64418,iowa_cafo_group_2522,1,43.4153,-93.84259,Active,IA
64419,iowa_cafo_group_0739,1,42.52282,-93.09983,Active,IA
64420,iowa_cafo_group_2523,2,42.86944,-93.04975,Active,IA
64421,iowa_cafo_group_0771,4,42.3976,-93.9151,Active,IA
64422,iowa_cafo_group_1846,2,43.12565,-92.81495,Active,IA
64423,iowa_cafo_group_2524,0,42.45771,-92.17674,Active,IA
64424,iowa_cafo_group_0397,4,42.16677,-95.5621,Active,IA
64425,iowa_cafo_group_0006,0,43.22961,-96.25014,Active,IA
64426,iowa_cafo_group_0006,0,43.19961,-96.21689,Active,IA
64427,iowa_cafo_group_0006,0,43.42283,-96.36859,Active,IA
64428,iowa_cafo_group_1628,4,43.39966,-95.37912,Active,IA
64429,iowa_cafo_group_0757,1,42.80482,-93.01388,Active,IA
64430,iowa_cafo_group_0981,4,42.85397,-93.39836,Active,IA
64431,iowa_cafo_group_2525,3,42.8857,-93.39804,Active,IA
64432,iowa_cafo_group_0756,4,42.47811,-93.31916,Active,IA
64433,iowa_cafo_group_2295,3,42.91779,-95.27509,Active,IA
64434,iowa_cafo_group_0068,2,42.39307,-95.22645,Active,IA
64435,iowa_cafo_group_2526,4,42.26725,-95.53942,Active,IA
64436,iowa_cafo_group_0006,0,43.30053,-96.21008,Active,IA
64437,iowa_cafo_group_2527,3,43.19216,-95.56589,Active,IA
64438,iowa_cafo_group_2528,3,42.86548,-96.13062,Active,IA
64439,iowa_cafo_group_0011,3,42.85095,-96.0661,Active,IA
64440,iowa_cafo_group_0476,1,41.56914,-91.96498,Active,IA
64441,iowa_cafo_group_2529,0,42.716,-95.18912,Active,IA
64442,iowa_cafo_group_2530,1,41.58942,-92.18819,Active,IA
64443,iowa_cafo_group_2531,0,41.00246,-91.81938,Active,IA
64444,iowa_cafo_group_0006,0,43.41175,-96.38998,Active,IA
64446,iowa_cafo_group_1091,3,41.43244,-91.90626,Active,IA
64447,iowa_cafo_group_1135,3,43.30561,-92.25985,Active,IA
64448,iowa_cafo_group_0875,4,42.45588,-91.48802,Active,IA
64449,iowa_cafo_group_2398,4,42.72256,-91.98244,Active,IA
64450,iowa_cafo_group_0830,1,42.09408,-94.20232,Active,IA
64451,iowa_cafo_group_0875,4,42.45588,-91.50912,Active,IA
64452,iowa_cafo_group_0307,4,41.56847,-95.40199,Active,IA
64453,iowa_cafo_group_0101,3,42.83042,-95.96091,Active,IA
64454,iowa_cafo_group_0638,2,41.87952,-94.7964,Active,IA
64455,iowa_cafo_group_2055,2,43.4746,-95.3981,Active,IA
64456,iowa_cafo_group_0027,1,41.84766,-94.83558,Active,IA
64457,iowa_cafo_group_0379,1,42.26029,-95.45782,Active,IA
64458,iowa_cafo_group_0011,3,42.72921,-96.11471,Active,IA
64459,iowa_cafo_group_0006,0,43.14884,-96.27256,Active,IA
64460,iowa_cafo_group_0006,0,43.15692,-96.27099,Active,IA
64461,iowa_cafo_group_0545,4,42.37508,-93.40626,Active,IA
64462,iowa_cafo_group_0545,4,42.36892,-93.41188,Active,IA
64463,iowa_cafo_group_0799,1,43.25568,-94.43276,Active,IA
64465,iowa_cafo_group_0006,0,43.40294,-96.31399,Active,IA
64466,iowa_cafo_group_0718,3,43.40072,-92.56343,Active,IA
64469,iowa_cafo_group_1836,3,43.26924,-95.46193,Active,IA
64470,iowa_cafo_group_2532,2,41.55,-92.11,Active,IA
64471,iowa_cafo_group_0545,4,42.34933,-93.34568,Active,IA
64472,iowa_cafo_group_0748,1,42.32576,-92.97403,Active,IA
64473,iowa_cafo_group_2533,3,42.7837,-93.82577,Active,IA
64474,iowa_cafo_group_2026,3,43.19881,-94.66949,Active,IA
64475,iowa_cafo_group_2534,1,43.44271,-91.44685,Active,IA
64476,iowa_cafo_group_1862,4,41.42262,-91.63722,Active,IA
64477,iowa_cafo_group_2535,3,41.94292,-94.47257,Active,IA
64478,iowa_cafo_group_0069,3,43.33539,-94.57923,Active,IA
64480,iowa_cafo_group_0069,3,43.30253,-94.6603,Active,IA
64481,iowa_cafo_group_2536,1,40.79987,-93.73512,Active,IA
64482,iowa_cafo_group_2537,4,43.22652,-93.98137,Active,IA
64483,iowa_cafo_group_2538,0,41.83682,-95.69319,Active,IA
64484,iowa_cafo_group_2539,3,42.85046,-94.64839,Active,IA
64485,iowa_cafo_group_2540,0,42.87802,-94.59468,Active,IA
64486,iowa_cafo_group_0006,0,43.19972,-95.97437,Active,IA
64487,iowa_cafo_group_2541,4,42.51317,-91.58588,Active,IA
64488,iowa_cafo_group_0739,1,42.60179,-93.15488,Active,IA
64489,iowa_cafo_group_0006,0,43.14301,-96.25167,Active,IA
64495,iowa_cafo_group_2542,4,43.13895,-91.98107,Active,IA
64496,iowa_cafo_group_2177,1,42.88384,-92.50688,Active,IA
64497,iowa_cafo_group_2330,4,42.91396,-92.30437,Active,IA
64498,iowa_cafo_group_2543,1,41.49654,-92.42301,Active,IA
64501,iowa_cafo_group_0006,0,43.44966,-96.50753,Active,IA
64502,iowa_cafo_group_1374,1,40.75943,-94.66295,Active,IA
64504,iowa_cafo_group_1998,4,42.14366,-94.52381,Active,IA
64506,iowa_cafo_group_0443,3,43.21576,-95.74242,Active,IA
64507,iowa_cafo_group_0006,0,43.47397,-96.30181,Active,IA
64508,iowa_cafo_group_0011,3,42.79408,-96.04925,Active,IA
64510,iowa_cafo_group_1628,4,43.40097,-95.40677,Active,IA
64511,iowa_cafo_group_0006,0,43.34327,-96.23112,Active,IA
64512,iowa_cafo_group_0739,1,42.57049,-93.24476,Active,IA
64513,iowa_cafo_group_2544,3,42.81832,-94.12826,Active,IA
64514,iowa_cafo_group_1038,4,42.82093,-94.66977,Active,IA
64515,iowa_cafo_group_0694,4,42.09662,-92.8765,Active,IA
64516,iowa_cafo_group_0675,3,42.8949,-95.74735,Active,IA
64517,iowa_cafo_group_0006,0,43.02529,-95.91837,Active,IA
64518,iowa_cafo_group_2545,0,42.34729,-92.05965,Active,IA
64520,iowa_cafo_group_1537,1,42.57923,-95.05383,Active,IA
64521,iowa_cafo_group_0782,2,42.66941,-94.95554,Active,IA
64522,iowa_cafo_group_2546,0,42.89275,-93.77209,Active,IA
64523,iowa_cafo_group_2547,1,41.98058,-91.03176,Active,IA
64524,iowa_cafo_group_1329,3,42.35493,-94.44949,Active,IA
64525,iowa_cafo_group_1329,3,42.35737,-94.41566,Active,IA
64526,iowa_cafo_group_0755,4,42.48694,-93.45867,Active,IA
64527,iowa_cafo_group_1165,2,43.17755,-93.55868,Active,IA
64528,iowa_cafo_group_1894,3,40.59688,-94.74877,Active,IA
64529,iowa_cafo_group_1827,4,42.7395,-93.02379,Active,IA
64530,iowa_cafo_group_2548,4,42.42301,-91.44294,Active,IA
64531,iowa_cafo_group_0618,1,43.28376,-92.37594,Active,IA
64532,iowa_cafo_group_0576,4,42.73346,-91.86612,Active,IA
64533,iowa_cafo_group_0015,4,42.22481,-94.92551,Active,IA
64534,iowa_cafo_group_2549,1,43.0345,-91.51769,Active,IA
64535,iowa_cafo_group_0871,1,43.0235,-93.49856,Active,IA
64536,iowa_cafo_group_2236,1,42.32088,-93.40287,Active,IA
64537,iowa_cafo_group_0989,1,43.2142,-95.47243,Active,IA
64539,iowa_cafo_group_0545,4,42.35454,-93.41133,Active,IA
64540,iowa_cafo_group_1335,1,42.36723,-93.29417,Active,IA
64541,iowa_cafo_group_0099,2,42.90865,-94.74309,Active,IA
64542,iowa_cafo_group_2550,1,42.73436,-96.29624,Active,IA
64544,iowa_cafo_group_2332,3,42.45179,-92.71238,Active,IA
64545,iowa_cafo_group_2551,3,41.8254,-90.51036,Active,IA
64546,iowa_cafo_group_0989,1,43.2194,-95.42674,Active,IA
64547,iowa_cafo_group_0006,0,43.33243,-96.13505,Active,IA
64548,iowa_cafo_group_0006,0,43.31816,-96.11909,Active,IA
64549,iowa_cafo_group_2552,0,41.32422,-91.29382,Active,IA
64550,iowa_cafo_group_2553,3,41.31773,-91.25271,Active,IA
64551,iowa_cafo_group_2554,0,42.6606,-94.78006,Active,IA
64552,iowa_cafo_group_1091,3,41.39523,-92.00102,Active,IA
64553,iowa_cafo_group_1268,3,41.38118,-92.42963,Active,IA
64554,iowa_cafo_group_0006,0,42.92349,-96.15439,Active,IA
64555,iowa_cafo_group_0006,0,43.05594,-95.96868,Active,IA
64556,iowa_cafo_group_0006,0,43.28113,-96.00102,Active,IA
64557,iowa_cafo_group_0127,2,41.3656,-91.74555,Active,IA
64558,iowa_cafo_group_1693,3,41.54239,-91.30637,Active,IA
64559,iowa_cafo_group_1693,3,41.53852,-91.32052,Active,IA
64560,iowa_cafo_group_0568,1,41.57137,-92.12749,Active,IA
64561,iowa_cafo_group_1792,4,41.61289,-92.18859,Active,IA
64562,iowa_cafo_group_0006,0,43.47664,-95.72763,Active,IA
64563,iowa_cafo_group_0722,1,43.44425,-92.46511,Active,IA
64564,iowa_cafo_group_0006,0,43.03247,-95.99659,Active,IA
64565,iowa_cafo_group_0965,4,42.20986,-95.06032,Active,IA
64566,iowa_cafo_group_0696,1,41.86438,-95.23609,Active,IA
64567,iowa_cafo_group_0015,4,42.19655,-94.93903,Active,IA
64568,iowa_cafo_group_0887,3,42.85539,-93.7158,Active,IA
64569,iowa_cafo_group_2349,4,41.98295,-90.62959,Active,IA
64570,iowa_cafo_group_2555,1,41.7762,-94.74316,Active,IA
64571,iowa_cafo_group_2556,2,41.61589,-94.74992,Active,IA
64573,iowa_cafo_group_2345,1,43.03051,-91.34909,Active,IA
64574,iowa_cafo_group_0006,0,43.30868,-95.82205,Active,IA
64575,iowa_cafo_group_2426,2,42.57292,-93.64899,Active,IA
64576,iowa_cafo_group_0761,4,43.09105,-94.40016,Active,IA
64578,iowa_cafo_group_0660,3,41.44212,-95.07865,Active,IA
64579,iowa_cafo_group_2557,4,41.85883,-94.6705,Active,IA
64580,iowa_cafo_group_0006,0,43.28617,-95.93525,Active,IA
64581,iowa_cafo_group_0653,4,42.37581,-91.58843,Active,IA
64582,iowa_cafo_group_2558,1,41.41991,-92.14002,Active,IA
64584,iowa_cafo_group_1628,4,43.38144,-95.42621,Active,IA
64585,iowa_cafo_group_0749,4,42.45679,-93.53197,Active,IA
64586,iowa_cafo_group_2559,2,42.19139,-94.45667,Active,IA
64587,iowa_cafo_group_0832,4,42.20544,-94.42352,Active,IA
64589,iowa_cafo_group_2293,3,43.33615,-92.03104,Active,IA
64590,iowa_cafo_group_2293,3,43.32892,-92.00061,Active,IA
64591,iowa_cafo_group_0006,0,42.98277,-96.22411,Active,IA
64592,iowa_cafo_group_0006,0,43.24505,-96.08437,Active,IA
64593,iowa_cafo_group_1259,1,42.23858,-92.60276,Active,IA
64594,iowa_cafo_group_2560,0,41.6837,-93.34717,Active,IA
64595,iowa_cafo_group_2561,3,42.21648,-92.60995,Active,IA
64596,iowa_cafo_group_2561,3,42.21089,-92.60186,Active,IA
64597,iowa_cafo_group_1104,4,41.53912,-92.32832,Active,IA
64598,iowa_cafo_group_2456,4,41.5329,-92.49773,Active,IA
64599,iowa_cafo_group_0383,1,42.31241,-91.01247,Active,IA
64600,iowa_cafo_group_0383,1,42.31942,-91.00786,Active,IA
64601,iowa_cafo_group_0949,1,42.90373,-93.83148,Active,IA
64602,iowa_cafo_group_2562,1,41.20875,-93.34512,Active,IA
64603,iowa_cafo_group_1668,2,42.48005,-91.19359,Active,IA
64604,iowa_cafo_group_0136,2,42.29247,-91.05258,Active,IA
64605,iowa_cafo_group_1100,2,42.7384,-96.23226,Active,IA
64606,iowa_cafo_group_2563,2,43.32118,-92.44203,Active,IA
64607,iowa_cafo_group_1088,4,42.93638,-92.05303,Active,IA
64608,iowa_cafo_group_1608,1,42.87769,-92.97742,Active,IA
64609,iowa_cafo_group_0811,3,43.15788,-94.42189,Active,IA
64612,iowa_cafo_group_0787,1,42.2236,-94.78427,Active,IA
64613,iowa_cafo_group_2564,4,42.47551,-95.20842,Active,IA
64614,iowa_cafo_group_2565,1,43.00642,-94.9921,Active,IA
64615,iowa_cafo_group_2566,3,42.87581,-93.68465,Active,IA
64616,iowa_cafo_group_0782,2,42.5596,-94.91535,Active,IA
64617,iowa_cafo_group_0011,3,42.83753,-96.12903,Active,IA
64619,iowa_cafo_group_2540,0,42.88538,-94.58108,Active,IA
64620,iowa_cafo_group_0006,0,43.27202,-95.9944,Active,IA
64621,iowa_cafo_group_2352,2,41.64642,-92.78932,Active,IA
64622,iowa_cafo_group_0989,1,43.19942,-95.42541,Active,IA
64623,iowa_cafo_group_2567,4,42.29845,-96.19006,Active,IA
64624,iowa_cafo_group_1218,3,41.79005,-94.9671,Active,IA
64625,iowa_cafo_group_0755,4,42.51509,-93.44588,Active,IA
64626,iowa_cafo_group_0443,3,43.21584,-95.68415,Active,IA
64627,iowa_cafo_group_2568,0,42.78524,-95.46733,Active,IA
64628,iowa_cafo_group_0749,4,42.3688,-93.51068,Active,IA
64629,iowa_cafo_group_0755,4,42.53607,-93.42173,Active,IA
64630,iowa_cafo_group_2569,0,40.87791,-91.9179,Active,IA
64631,iowa_cafo_group_2570,1,42.196,-95.42192,Active,IA
64632,iowa_cafo_group_2553,3,41.30658,-91.23858,Active,IA
64633,iowa_cafo_group_0227,4,41.27427,-91.61909,Active,IA
64635,iowa_cafo_group_2391,3,42.87787,-94.46928,Active,IA
64636,iowa_cafo_group_0957,2,42.93914,-95.0364,Active,IA
64637,iowa_cafo_group_0069,3,43.28522,-94.56527,Active,IA
64638,iowa_cafo_group_0278,2,43.49453,-94.26708,Active,IA
64639,iowa_cafo_group_0627,1,42.3223,-91.37443,Active,IA
64640,iowa_cafo_group_0721,2,43.24308,-92.24714,Active,IA
64641,iowa_cafo_group_0721,2,43.24293,-92.25818,Active,IA
64644,iowa_cafo_group_2571,3,43.48906,-95.27455,Active,IA
64645,iowa_cafo_group_2572,3,43.00865,-94.14005,Active,IA
64646,iowa_cafo_group_1500,3,41.93682,-95.2003,Active,IA
64647,iowa_cafo_group_0872,1,43.02442,-94.39261,Active,IA
64648,iowa_cafo_group_0227,4,41.38797,-91.70199,Active,IA
64649,iowa_cafo_group_2573,1,42.55224,-92.01095,Active,IA
64650,iowa_cafo_group_2574,0,43.0657,-94.39368,Active,IA
64651,iowa_cafo_group_0872,1,42.98981,-94.39472,Active,IA
64652,iowa_cafo_group_0949,1,42.92252,-93.85732,Active,IA
64654,iowa_cafo_group_0006,0,43.08775,-96.03841,Active,IA
64656,iowa_cafo_group_2575,1,42.96643,-94.32597,Active,IA
64658,iowa_cafo_group_2576,1,43.05334,-94.32609,Active,IA
64659,iowa_cafo_group_0011,3,42.83266,-96.13586,Active,IA
64660,iowa_cafo_group_0887,3,42.84727,-93.74007,Active,IA
64661,iowa_cafo_group_0959,1,42.24873,-93.1164,Active,IA
64662,iowa_cafo_group_0168,1,42.14128,-95.51614,Active,IA
64663,iowa_cafo_group_2577,3,43.18072,-94.81631,Active,IA
64664,iowa_cafo_group_0487,4,43.14033,-94.79828,Active,IA
64665,iowa_cafo_group_0487,4,43.12151,-94.85576,Active,IA
